"Leyle-i Kadir","Kadir Gecesi"
"medar","dayanak noktası"
"medar-ı şüphe","şüphe kaynağı"
"musaddak","onaylanmış"
"müşahede etmek","gözlemlemek"
"nass-ı Kur’ân","Kur’ân’ın açık ve kesin hükmü"
"nev","çeşit"
"rivayet","nakletme"
"saadet","mutluluk"
"sıdk","doğruluk"
"suret","biçim, görünüş"
"tavzif etmek","görevlendirmek"
"tayy-ı zaman","zamanın katlanması; çok uzun zamanı kısa bir zamanda yaşama"
"tazammun etme","içine alma, kapsama"
"tenezzül etmek","aşağı seviyeye düşmek, alçalmak"
"tevatür","yalanda birleşmeleri imkânsız olan topluluğun verdiği haber"
"vuku bulmak","meydana gelmek"
"vücud","varlık"
"vüs’at","genişlik"
"yakaza","uyanıklık hali"
"zaman-ı Miraç","Miracın gerçekleştiği zaman"
"Zât","Allah"
"Bâkî","varlığı devamlı ve kalıcı olan Allah"
"Bâkî-i Sermedî","varlığı sonsuz ve sürekli olan Allah"
"cihazat","organlar, donanım"
"daire-i marziyât","Allah’ın rızası dairesindeki şeyler"
"ebed","sonsuzluk"
"esmâ","isimler"
"istidadat","kabiliyetler, meziyetler"
"letâif","insan ruhundaki ince duygular ve ruhun dış dünyaya bakan pencereleri"
"müteveccih olmak","yönelmek"
"âyet-i azîme","büyük ve yüce âyet"
"cüz’î","ferdî, az, sınırlı"
"ehemmiyet","önem"
"hakaik-i azîme","büyük gerçekler"
"hakikat","asıl, esas, gerçek ve doğru mahiyet"
"hizmet-i esasiye","asıl hizmet"
"ilm-i kelâm","kelâm ilmi; iman hakikatlerini ispat eden ve açıklayan bilim dalı"
"lem’a","parıltı"
"medar-ı nazar","tartışma alanı, konusu"
"mesâil-i imaniye","imanla ilgili meseleler"
"mesele-i fer’iye","asılla, esasla ilgili olmayıp ayrıntılarla ilgili mesele"
"mesele-i imamet","ümmete imamlık meselesi, halifelik meselesi"
"Minhâcü’s Sünne","sünnet yolu"
"münasebet","bağlantı, ilgi"
"risale","Risale-i Nur’u oluşturan bölümlerden herbiri"
"usulüddin","din usulü, kelâm"
"ziyade","çok"
"alâkadar","alâkalı, ilgili"
"Aleyhissalâtü Vesselâm","Allah'ın salât ve selâmı onun üzerine olsun"
"azîm","büyük, yüce"
"cüz'î","ferdî, küçük, az"
"dehşet","korku, ürkme"
"ehl-i keşif","mâneviyat âlemlerinde iman hakikatlerini gözlemleme seviyesine ulaşmış insanlar"
"enbiya","nebiler, peygamberler"
"fevkalâde","olağanüstü"
"hadsiz","sayısız"
"hakikat","doğru gerçek"
"kemâl-i şefkat","tam ve mükemmel şefkat"
"kıyas etmek","karşılaştırmak"
"küllî","kapsamlı, genel"
"mahşer","haşir meydanı"
"makam","derece, yer"
"medar","dayanak noktası, sebep"
"mekârim-i ahlâk","ahlâkın en güzel ve üstün olanı"
"merhamet","acıma, şefkat"
"mümessil","temsilci"
"münâcât","Allah'a yalvarış, dua"
"müraat etmek","riayet etmek, uymak"
"nefsî, nefsî","nefsim, nefsim"
"neşretmek","yaymak"
"nükte","ince ve derin anlamlı söz"
"refet","esirgeme, koruma, acıma"
"Resul-i Ekrem","Allah'ın en şerefli ve değerli elçisi olan Hz. Muhammed (a.s.m.)"
"rivayet-i sahiha","sağlam ve doğru olarak aktarılan haber"
"saadet","mutluluk"
"salâvat","Peygamberimize edilen rahmet ve esenlik duası"
"sarf etme","kullanma, harcama"
"silsile","zincir"
"silsile-i azîme","büyük zincir"
"sünnet-i seniyye","Peygamberimizin söz, fiil ve hareketlerine dayanan yüce prensipler"
"şefkatkârâne","şefkat dolu"
"tarih-i hayat","hayat boyu yaşanan olaylar; özgeçmiş"
"umumî","özel"
"ümmetî, ümmetî","ümmetim, ümmetim"
"valide","anne"
"vazife-i nübüvvet","peygamberlik vazifesi"
"zâhir","açık, âşikar"
"alâmet","belirti, işaret"
"Asr-ı Saadet","Peygamberimizin (a.s.m.) yaşadığı dönem, mutluluk asrı"
"Cafer-i Sadık",""
"cibillî","soy ve ırk gibi yaratılıştan gelen topluluğa ve kavme ait"
"cihet","taraf, yön"
"çeşm-i istikbal-bîni","geleceği gören gözü"
"din-i İslâm","İslâm dini"
"ebed","sonu olmayan, sonsuz"
"ehemmiyet-i azîme","büyük önem verme"
"eimme-i âlişan","çok yüksek şan sahibi imamlar"
"fevkalâde","olağanüstü"
"fihriste","özet, içerik"
"gayb-âşinâ","gaybi bilen, görünmeyenden haberi olan"
"hâdisât","hadiseler, olaylar"
"hamele-i şeriat-ı Ahmediye","Peygamberimizin getirmiş olduğu dini nesilden nesile taşıyanlar"
"hayt-ı nuranî","nurlu bağlantı, ip"
"Hazret-i Hasan",""
"Hazret-i Hüseyin",""
"hiss-i karâbet","akrabalık hissi"
"hizmet-i kudsiye","kutsal hizmet"
"istihsan etme","güzel görerek beğenme"
"istikbal","gelecek zaman"
"kemâl-i şefkat","tam bir şefkat"
"mazhar olan","erişen, nail olan"
"mazi","geçmiş"
"mehdî-misal","mehdî gibi"
"melâike","melekler"
"menşe","kaynak"
"meydan-ı haşir","haşir meydanı, öldükten sonra tekrar diriltildikten sonra insanların toplanacakları meydan"
"mümessil","temsilci"
"müşahede eden","gözlemleyen"
"nazar-ı nuranî","nurlu, aydınlık bakış"
"nazar-ı nübüvvet","Peygamberlik bakışı"
"nesl-i mübarek","mübârek nesil"
"nuranî","nurlu, nur saçan"
"rüyet","görme"
"silsile-i nuraniye","nurlu zincir, nurlu nesil"
"temâşâ etmek","bakmak, seyretmek"
"teselsül","zincirleme devam etme"
"vazife-i nübüvvet","peygamberlik vazifesi"
"vazife-i risalet","peygamberlik vazifesi"
"verâset-i Nebevî","Peygamberliğe varis olma"
"verese-i nübüvvet/verese-i nebeviye","Peygamberlik vârisleri"
"zaman-ı Âdem","Hz. Âdem zamanı"
"zât-ı Ahmediye","Peygamber Efendimizin zâtı, kendisi"
"Zât-ı Zülcelâl","büyüklük ve haşmet sahibi olan Allah"
"zemin","yeryüzü"
"zevât-ı nuraniye","nurlu kimseler"
"Zeynelâbidin",""
"zulümat","karanlıklar"
"aktab","kutuplar, büyük velilerden zamanının en büyük mürşidi olan kimseler"
"âl","Peygamber Efendimizin sülalesi, mübarek soyu"
"âlem-i İslâm","İslâm dünyası"
"Âl-i Beyt","Hz. Peygamberin (a.s.m.) ev halkı"
"âyet","Kur’ân’ın her bir cümlesi"
"binaen","dayanarak"
"cereyan etmek","meydana gelmek"
"eimme-i verese","peygamberlik varisi olan imamlar"
"ekseriyet-i mutlaka","büyük çoğunluk"
"enbiya","nebiler, peygamberler"
"gayb-âşinâ","gaybı bilen, görünmeyenlerden haberi olan"
"Hazret-i Hasan",""
"Hazret-i Hüseyin",""
"Hazret-i İbrahim",""
"hisse-i azîme","büyük pay"
"icra etme","yerine getirme"
"karâbet-i nesliye","soy yakınlığı"
"kavl","söz, rivayet"
"kemâlât-ı insaniye","insana ait mükemmellikler"
"kurbiyet-i İlâhiye","Allah’a yakınlık"
"makbul","kabul edilen"
"mehdî","insanları hidayete sevk eden"
"meveddet","sevgi"
"millet-i İbrahimiye","İbrahim milleti; Hz. İbrahim’in dinini kabul edenler"
"mukabil","karşılık"
"mürşid","doğru yol gösteren"
"nazar","bakış"
"nuranî","nurlu"
"nükte","ince ve derin anlamlı söz"
"Resul-i Ekrem","Allah’ın en şerefli ve değerli elçisi olan Hz. Muhammed (a.s.m.)"
"Şah-ı Geylânî","Abdülkadir-i Geylânî (k.s)"
"şecere-i nuraniye","nurlu ağaç, nurlu soy"
"tabakat","tabakalar, dereceler"
"teselsül eden","zincirleme devam eden, peşpeşe gelen"
"teşehhüd","namazda her iki rekâtın sonunda oturulan bölüm"
"umum","bütün, genel"
"ümmet","Hz. Peygambere inanıp onun yolundan giden mü’minler"
"ümmet-i Muhammediye","Hz. Peygambere inanıp onun yolundan giden mü’minler"
"vazife-i risalet","peygamberlik görevi"
"aktâb-ı Âl-i Beyt-i Muhammediye","Hz. Muhammed’in (a.s.m.) neslinden gelen ve bulunduğu yerde veya memleketteki evliyanın başı hükmünde olan büyük veliler"
"âlem-i İslâm","İslâm dünyası"
"Âl-i Beyt","Hz. Peygamberin (a.s.m.) ev halkı"
"binaen","dayanarak"
"cemaat-i mütesânide","dayanışma içindeki topluluk"
"cibilliyet","yaratılıştan kaynaklanan hal ve durum"
"cihet","taraf, yön"
"efrad","fertler"
"ekser","çoğunluk"
"enbiya-yı Benî İsrail","İsrailoğullarına gönderilen peygamberler"
"ferman etmek","buyurmak"
"fıtraten","yaratılış itibariyle"
"hakikat","gerçek, esas"
"hakikat-i hadîsiye","hadis-i şerifle vurgulanan hakikat"
"hakikî","asıl, gerçek, doğru olan"
"hususunda","konusunda"
"iltizam","sıkıca sarılma"
"itikad","inanç"
"ittibâ","uyma"
"izn-i İlâhî","Allah’ın izni"
"kesretli","çok sayıda"
"Kitap/Kitabullah","Allah’ın kitabı; Kur’ân-ı Kerim"
"medar","dayanak, sebep"
"menba","kaynak"
"mesâlik","meslekler, tutulan yollar"
"meveddet","sevgi"
"muhafız","koruyan, saklayan"
"murad","kast edilen"
"mükellef","yükümlü"
"mükerrer","tekrarlanan"
"necat bulma","kurtulma"
"neslen","soy olarak"
"rivayet","Peygamberimizden duyulan ve görülen şeylerin nakledilmesi"
"silsile-i ecdad","atalar silsilesi, soy defteri"
"Sünnet-i Seniyye/Sünnet","Peygamberimizin söz, fiil ve hareketlerine dayanan yüce prensipler"
"tarafgirlik","taraftarlık"
"tekessür etmek","çoğalmak"
"temessük etme","sarılma, tutunma"
"terakkiyât-ı mâneviye","manevî ilerlemeler"
"teyid eden","doğrulayan"
"turuk","yollar"
"ümmet","Hz. Peygambere inanıp onun yolundan giden mü’minler"
"vazife-i âzîme-i İslâmiyet","İslâmın büyük görevi"
"vazife-i risalet","peygamberlik vazifesi"
"akaid-i imaniye","iman esasları"
"Aleyhissalâtü Vesselâm","Allah’ın salât ve selâmı onun üzerine olsun"
"Âl-i Beyt/Ehl-i Beyt","Hz. Peygamberin (a.s.m.) ev halkı"
"bilbedâhe","açık bir şekilde"
"burhan","sağlam ve güçlü delil"
"cerh etmek","çürütmek"
"cihet","taraf, yön"
"dâvâ","iddia"
"din-i İslâm","İslâm dini"
"ednâ","en basit, en küçük"
"efdal","üstün, faziletli"
"ehâdis-i Nebeviye","Hz. Peygamber tarafından söylenen sözler, hadisler"
"Ehl-i Sünnet ve Cemaat",""
"ekseriyet-i mutlaka","büyük çoğunluk"
"emâre","işaret, belirti"
"esasat-ı imaniye","imanın esasları"
"evliya","Allah dostları"
"evvel","önce"
"fıtrî","doğal"
"fütuhat-ı İslâmiye","İslâm adına yapılan fetihler"
"gasp edilmek","zorla alınmak"
"hakikat","gerçek, esas"
"Hazret-i Ali",""
"Hazret-i Sıddık",""
"hilâfet","halifelik; Peygamberimizin vekili olarak din ve dünya işlerinde genel reislik"
"Hulefâ-i Erbaa","dört büyük halife; Hz. Ebu Bekir, Hz. Ömer, Hz. Osman, Hz. Ali"
"hulefâ-i selâse","Hz. Ali’den önceki üç büyük halife; Hz. Ebû Bekir, Hz. Ömer, Hz. Osman"
"hülâsa","özet, öz"
"ikrar","doğrulama"
"iltizam","sıkıca sarılma"
"ittibâ etmek","tabi olmak, uymak"
"medar-ı nizâ","kavga, çekişme sebebi"
"merci","başvurulacak yer"
"mücahede-i a’dâ","düşmanla savaş"
"mükerreren","defalarca, tekrar ile"
"münasebet","ilişki, bağlantı"
"müstehak","hak etmiş, layık"
"nükte","ince ve derin anlamlı söz"
"Şah-ı Velâyet","velilerin şahı; Hz. Ali"
"şecaat","yiğitlik, cesurluk"
"şeyhülislâm","halifeyi veya devlet başkanını temsilen devletin ilim, eğitim ve şer’î mahkemelerinden sorumlu en yüksek makamdaki kişi"
"Şîa","Hz. Ali’nin (r.a.) taraftarlığını esas alan topluluk"
"şiddet-i alâka","aşırı ilgi"
"şiddet-i iltizam","çok sıkı bağlılık"
"tarik","yol"
"teselsül","peşpeşe gelme, birbirini takip etme"
"umum","bütün"
"vârid","söylenen"
"zaman-ı hilâfet","halifelik dönemi"
"zât","kişi"
"ziyade","çok"
"Âl-i Beyt","Hz. Peygamberin (a.s.m.) ev halkı"
"cerh etmek","çürütmek"
"cihet","taraf, yön"
"efdal","en faziletli, en üstün"
"ehâdis/ehâdis-i Nebeviye","Hz. Peygamber tarafından söylenen sözler, hadisler"
"ehl-i hakikat","doğru ve hak yolda olan kimseler"
"Ehl-i Sünnet ve Cemaat",""
"ehl-i şirk ve dalâlet","Allah’a ortak koşanlar ve hak yoldan sapmış inançsız kimseler"
"ehl-i turuk","tarikatlere mensup olanlar"
"Emevîler",""
"evliya","Allah dostları"
"ferman etmek","buyurmak"
"fevkalâde","olağanüstü"
"garaz","kötü niyet, art niyet"
"hak","doğru gerçek"
"hakikat","gerçek mahiyet"
"hakikat-i Muhammediye","Hz. Peygamberin mânevî şahsiyeti, İslâmiyet’in aslı ve esası"
"Haricîler",""
"Hazret-i Ali",""
"Hazret-i Ebu Bekir",""
"Hazret-i Ömer",""
"hilâfet-i İslâmiye","İslâm halifeliği"
"hizmet-i İslâmiyet","İslâm hizmeti"
"hulefâ","halifeler"
"iltihak etmek","katılmak"
"intişar","yayılma"
"itibarıyla","bakımından"
"kemâlât","mükemmel özellikler, üstünlükler"
"kesret","çokluk"
"kurbiyet-i İlâhiye","Allah’a yakınlık"
"mahiyet","nitelik, özellik"
"makam","yer, derece"
"mertebe","derece, makam"
"muvazene","karşılaştırma, kıyaslama"
"mümessil","temsilci"
"nebî","peygamber"
"nesil","soy"
"nevi","çeşit, tür"
"Resul-i Ekrem","Allah’ın en şerefli ve değerli elçisi olan Hz. Muhammed (a.s.m.)"
"rivayet-i sahiha","Peygamberimizden doğru olarak nakledilmiş hadis"
"sair","diğer, başka"
"senâkârâne","senâ ederek, överek"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen manevî kişilik"
"şahs-ı mânevî-i Âl-i Beyt","Hz. Peygamberin (a.s.m.) neslinden gelenlerin oluşturduğu manevî şahsiyet"
"Şîa","Hz. Ali’nin (r.a.) taraftarlığını esas alan topluluk"
"Şîa-i Hilâfet",""
"Şîa-i Velâyet",""
"takdim etmek","öne çıkarmak"
"tasdik etmek","doğrulamak, onaylamak"
"teyid eden","doğrulayan"
"vakıa","olay"
"ziyade","çok"
"adâvet","düşmanlık"
"ağrâz-ı siyaset","siyasi taraftarlığın doğurduğu kin ve düşmanlık"
"Amr ibnü’l-Âs",""
"ceriha","yara"
"ehâdis","hadisler, Peygamber Efendimizin söz, fiil ve davranışları"
"ehl-i hak","hak ve doğru yolda olan kimseler"
"ehl-i hal","İlâhî aşka bağlanmış, çoşkunluk ve vecd sahibi"
"Ehl-i Sünnet ve Cemaat",""
"ehl-i velâyet","veli kullar, Allah dostları"
"elîm","acı veren, üzücü"
"fitne","ahlâkta ve toplum düzeninde azgınlık ve bozgunculuk; baştan çıkarma"
"garaz","kötü kasıt"
"hadis","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya onun onayladığı başkasına ait söz, iş veya davranış"
"hâdisât","hadiseler, olaylar"
"Hazret-i Ali",""
"Hazret-i Hüseyin",""
"Hazret-i Ömer",""
"hubb-u Ali","Hz. Ali sevgisi"
"Hulefâ-i Râşidîn","dört büyük halife; Hz. Ebu Bekir, Hz. Ömer, Hz. Osman, Hz. Ali"
"huruç","isyan"
"ifrat","aşırılık"
"ifratkârâne","aşırıya giderek"
"intişar","yayılma"
"İran",""
"irşad etme","doğru yolu gösterme"
"istikbal","gelecek zaman"
"itizar","mazur görünme, özrün kabul edilebilir olması"
"mahbub","sevgili"
"mâsadak olmak","uygun, muvafık"
"mâzur","mazeretli, özür sahibi"
"meslek","gidilen yol, usül"
"meyusiyet","ümitsizlik"
"mukabil","karşılık"
"mürşid","doğru yolu gösteren"
"nazar-ı nübüvvet","Peygamberlik bakışı"
"neşretmek","yaymak"
"Ömer ibni Sa’d",""
"rivâyât","Hz. Peygamber’den (a.s.m.) aktarılan sözler"
"sair","diğer"
"sû-i zan","kötü zan, şüphe"
"suret","görünüş, şekil"
"şe’n","nitelik, bir şeyin gereği"
"Şîa-i Hilâfet",""
"Şîa-i Velâyet",""
"tafdil","üstün tutma"
"tarikat","yol"
"tecavüz","haddi aşma, saldırma"
"tenkis","eksik ve kusurlu görme, ve gösterme"
"usul-ü İslâmiye","İslâm esasları"
"ümmet","Hz. Peygambere inanıp onun yolundan giden mü’minler"
"zemm","kınama, ayıplama"
"adâvet","düşmanlık"
"Aleyhisselâm","Allah’ın selâmı onun üzerine olsun"
"batman","yaklaşık 8 kg. ağırlığında bir ağırlık ölçüsü"
"bilmecburiye","zorunlu olarak"
"cilve","görünme, yansıma"
"dirhem","yaklaşık üç grama denk olan bir ağırlık ölçüsü"
"ehl-i hak","hak ve doğru yolda olan kimseler"
"Ehl-i Sünnet/Ehl-i Sünnet ve Cemaat",""
"ehl-i şirk ve dalâlet","Allah’a ortak koşanlar ve hak yoldan sapmış inançsız kimseler"
"elîm","acı ve sıkıntı veren"
"Fâruk-u Âzam",""
"feci","kötü"
"gayz","hiddet, öfke"
"hadis","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya onun onayladığı başkasına ait söz, iş veya davranış"
"hadis-i sahih","hakkında şüphe edilmeyen ve doğruluğu kesin olarak bilinen Peygamberimizin sözü"
"Hazret-i Ali",""
"Hazret-i İsâ",""
"Hazret-i Sıddık-ı Ekber",""
"hilâfet","halifelik, Peygamberimizin vekili olarak din ve dünya işlerinde genel reislik"
"ifrat-ı muhabbet","aşırı sevgi"
"istikamet","doğru"
"kabil","mümkün, olabilir"
"kefe","terazi gözü"
"kemâlât","mükemmel ve üstün özellikler"
"kemâlât-ı fevkalâde","olağanüstü, mükemmel özellikler"
"kemâlât-ı harika","olağanüstü üstün ve mükemmel özellikler"
"mâruz olma","uğrama, hedef olma"
"mizan","terazi"
"muhabbet","sevgi"
"muharebe","savaş"
"mücahede","cihad etme, mücadele"
"müreccah","tercih edilen, üstün olan"
"Nasârâ",""
"nisbeten","oranla"
"nokta-i nazar","bakış noktası"
"nübüvvet","peygamberlik"
"senâ-yı Nebevî","Peygambere ait övgü"
"sû-i zan","kötü zan"
"Şîa",""
"Şîa-i Velâyet",""
"tasrih etme","açıkça ifade etme"
"tenkis etmek","değerini düşürme, eksik görme, gösterme"
"vakıa","olay"
"velâyet","velilik"
"veraset-i nübüvvet","peygamberin vârisliği makamı"
"zaman-ı hilâfet","halifelik zamanı"
"âhir","son"
"batman","yaklaşık 8 kg ağırlığında bir ağırlık ölçüsü"
"cevher","öz, temel"
"cihet","yön, taraf"
"çendan","gerçi, her ne kadar"
"ehl-i hak","doğru yolda olan kimseler"
"Ehl-i Sünnet ve Cemaat",""
"ehl-i şirk ve dalâlet","Allah’a ortak koşanlar ve hak yoldan sapmış inançsız kimseler"
"Fâruk-u Âzam",""
"hakikat","gerçek mahiyet, asıl, esas"
"hakikat-i akrebiyet-i İlâhiye","Cenâb-ı Hakkın insana yakın oluşunun hakikati"
"hakikat-i Muhammediye","Hz. Peygamber’in mânevî şahsiyeti"
"hazret","saygıdeğer; saygı maksadıyla kullanılan bir ifadedir"
"Hazret-i Ali",""
"Hazret-i Sıddık-ı Ekber",""
"hilâfet","halifelik"
"hisse","pay"
"hürmet etmek","saygı göstermek"
"irsiyet","soydan gelen, veraset"
"iskat etme","düşürme"
"kemâlât-ı şahsiye","kişisel üstünlüğü sağlayan özellikler"
"kemâlât-ı velâyet","velilik vasıfları"
"kemiyet","sayıca çokluk, nicelik"
"keyfiyet","özellik, nitelik"
"kurbiyet","Allah’a yakınlık"
"kurbiyet-i İlâhiye","Allah’a yakınlık"
"makam","konum, yer"
"misal","örnek"
"muvaffakiyet","başarı"
"muvazene etme","karşılaştırma"
"nazar","bakış, görüş"
"neş’et eden","kaynaklanan"
"sırr-ı azîm","büyük sır"
"suret","görünüş, şekil"
"şahs-ı mânevî-i Âl-i Beyt","Hz. Peygamberin (a.s.m.) ev halkından meydana gelen manevî kişilik"
"şahsiyet-i mâneviye","mânevî şahsiyet"
"şecaat","yiğitlik, cesurluk"
"Şeyheyn/Şeyheyn-i Mükerremeyn","üstün şeref sahibi olan iki zat; Hz. Ebubekir (a.s.) ile Hz. Ömer (r.a.)"
"şeyhülislâm","halifeyi veya devlet başkanını temsilen devletin ilim, eğitim ve şer’î mahkemelerinden sorumlu en yüksek makamdaki kişi"
"taraf-ı İlâhî","Allah’ın tarafı"
